UF,ref_city,ref_prefix_i,ref_prefix_f,ref_latitude,ref_longiitude,ref_state
rn,marcelino vieira,59970,59979,"-6,293549788","-38,16661262",rio grande do norte
rn,martins,59800,59804,"-6,096347493","-37,9113274",rio grande do norte
rn,maxaranguape,59580,59581,"-5,505456266","-35,26207487",rio grande do norte
rn,messias targino,59775,59779,"-6,076497505","-37,51205893",rio grande do norte
rn,montanhas,59198,59199,"-6,482242939","-35,28769196",rio grande do norte
rn,monte alegre,59182,59183,"-6,067876624","-35,33209927",rio grande do norte
rn,monte das gameleiras,59217,59217,"-6,439466017","-35,78660712",rio grande do norte
rn,mossoro,59600,59649,"-5,193801235","-37,35687414",rio grande do norte
rn,natal,59000,59139,"-5,750898538","-35,25225473",rio grande do norte
rn,nisia floresta,59164,59167,"-6,090714146","-35,21130956",rio grande do norte
rn,nova cruz,59215,59216,"-6,480064792","-35,43230039",rio grande do norte
rn,olho-dagua do borges,59730,59739,,,
rn,ouro branco,59347,59349,"-6,699658947","-36,94629508",rio grande do norte
rn,parana,59950,59954,"-6,485330501","-38,31112885",rio grande do norte
rn,parau,59660,59662,"-5,777055518","-37,10165014",rio grande do norte
rn,parazinho,59586,59587,"-5,230780734","-35,84498952",rio grande do norte
rn,parelhas,59360,59369,"-6,688755197","-36,65780486",rio grande do norte
rn,parnamirim,59140,59161,"-5,910369758","-35,25920907",rio grande do norte
rn,passa e fica,59218,59218,"-6,429115494","-35,64735221",rio grande do norte
rn,passagem,59259,59259,"-6,274442213","-35,37556571",rio grande do norte
pb,vieiropolis,58822,58822,"-6,545713552","-38,2778435",paraiba
pb,vista serrana,58710,58712,"-6,740687272","-37,56791453",paraiba
pb,zabele,58515,58519,"-8,076874197","-37,09355197",paraiba
pe,abreu e lima,53500,53599,"-7,90444899","-34,89913058",pernambuco
pe,abreu e lima,53500,53589,"-7,90444899","-34,89913058",pernambuco
pe,afogados da ingazeira,56800,56819,"-7,748327586","-37,63768602",pernambuco
pe,afranio,56360,56379,"-8,511091284","-41,00579734",pernambuco
pe,agrestina,55495,55499,"-8,455973","-35,94677684",pernambuco
pe,agua preta,55550,55554,"-8,709122552","-35,51855735",pernambuco
pe,aguas belas,55340,55344,"-9,1145895","-37,12195717",pernambuco
pe,alagoinha,55260,55269,"-8,466270523","-36,77545601",pernambuco
pe,alianca,55890,55899,"-7,604729808","-35,2285015",pernambuco
pe,altinho,55490,55494,"-8,4895925","-36,05969976",pernambuco
pe,amaraji,55515,55519,"-8,378487","-35,45077292",pernambuco
pe,angelim,55430,55434,"-8,890374208","-36,28481436",pernambuco
pe,aracoiaba,53690,53699,"-7,785641873","-35,09396653",pernambuco
pe,araripina,56280,56299,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56280,56281,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56282,56282,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56283,56283,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56284,56284,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56285,56286,"-7,5781415","-40,50246057",pernambuco
pe,araripina,56287,56288,"-7,5781415","-40,50246057",pernambuco
pe,arcoverde,56500,56519,"-8,4239405","-37,05650556",pernambuco
pi,pimenteiras,64320,64324,"-6,24168841","-41,41515861",piaui
pi,pio ix,64660,64669,"-6,832687301","-40,61827279",piaui
pi,piracuruca,64240,64242,"-3,929287494","-41,70904155",piaui
pi,piripiri,64260,64264,"-4,276068693","-41,77850485",piaui
pi,porto,64145,64147,"-3,891422995","-42,710926",piaui
pi,porto alegre do piaui,64858,64859,"-6,971724687","-44,1948371",piaui
pi,prata do piaui,64370,64374,"-5,664797694","-42,20422368",piaui
pi,queimada nova,64758,64759,"-8,585425347","-41,41702492",piaui
pi,redencao do gurgueia,64915,64919,"-9,493448241","-44,58121416",piaui
pi,regeneracao,64490,64494,"-6,240183021","-42,68502423",piaui
pi,riacho frio,64975,64979,"-10,12872769","-44,95253005",piaui
pi,ribeira do piaui,64725,64727,"-7,690575501","-42,71404349",piaui
pi,ribeiro goncalves,64865,64867,"-7,558034245","-45,24563868",piaui
pi,rio grande do piaui,64835,64837,"-7,77085712","-43,14018279",piaui
pi,santa cruz do piaui,64545,64547,"-7,177626496","-41,76192569",piaui
pi,santa cruz dos milagres,64315,64319,"-5,808120998","-41,95844595",piaui
pi,santa filomena,64945,64959,"-9,106795705","-45,92055644",piaui
pi,santa luz,64910,64914,"-8,944624217","-44,12958591",piaui
pi,santa rosa do piaui,64518,64519,"-6,801455058","-42,28081388",piaui
pi,santana do piaui,64615,64617,"-6,949071764","-41,51848056",piaui
pi,santo antonio de lisboa,64640,64644,"-6,981848477","-41,23376474",piaui
pi,santo antonio dos milagres,64438,64439,"-6,046717596","-42,71119681",piaui
pi,santo inacio do piaui,64560,64562,"-7,422336837","-41,91821286",piaui
pr,perobal,87538,87539,"-23,89456175","-53,4115002",parana
pr,perola,87540,87544,"-23,79747877","-53,67325213",parana
pr,perola doeste,85740,85744,,,
pr,pien,83860,83869,"-26,09695638","-49,42824374",parana
pr,pinhais,83320,83349,"-25,44219789","-49,19919742",parana
pr,pinhal de sao bento,85727,85729,"-26,03272855","-53,48309044",parana
pr,pinhalao,84925,84929,"-23,78735473","-50,06260306",parana
pr,pinhao,85170,85194,"-25,69629501","-51,64827019",parana
pr,pinhao,85170,85174,"-25,69629501","-51,64827019",parana
pr,pinhao,85175,85179,"-25,69629501","-51,64827019",parana
pr,pirai do sul,84240,84249,"-24,5323575","-49,94133099",parana
pr,piraquara,83300,83319,"-25,44655036","-49,06530561",parana
pr,piraquara,83300,83318,"-25,44655036","-49,06530561",parana
pr,pitanga,85200,85224,"-24,75274775","-51,76315401",parana
pr,pitanga,85200,85205,"-24,75274775","-51,76315401",parana
pr,pitangueiras,86613,86614,"-23,23030385","-51,58576806",parana
pr,planaltina do parana,87860,87879,"-23,01881019","-52,9178407",parana
pr,planalto,85750,85759,"-25,7121015","-53,77085743",parana
pr,ponta grossa,84000,84129,"-25,092547","-50,16144206",parana
pr,ponta grossa,84000,84099,"-25,092547","-50,16144206",parana
pr,pontal do parana,83255,83259,"-25,59415101","-48,44832703",parana
pr,porecatu,86160,86164,"-22,7562095","-51,37759899",parana
pr,porto amazonas,84140,84144,"-25,54157271","-49,88972087",parana
pr,porto barreiro,85345,85349,"-25,54518564","-52,40478676",parana
pr,porto rico,87950,87954,"-22,77835156","-53,26796811",parana
rn,patu,59770,59774,"-6,101532067","-37,6401024",rio grande do norte
rn,pau dos ferros,59900,59901,"-6,114731839","-38,20326152",rio grande do norte
rn,pedra grande,59588,59589,"-5,149387433","-35,87599064",rio grande do norte
rn,pedra preta,59547,59549,"-5,581909156","-36,10313582",rio grande do norte
rn,pedro avelino,59530,59534,"-5,524002182","-36,38522926",rio grande do norte
rn,pedro velho,59196,59197,"-6,433189488","-35,22293924",rio grande do norte
rn,pendencias,59504,59506,"-5,256788171","-36,71914604",rio grande do norte
rn,piloes,59960,59964,"-6,26572244","-38,04444316",rio grande do norte
rn,poco branco,59560,59564,"-5,618851504","-35,65501177",rio grande do norte
rn,portalegre,59810,59814,"-6,024328013","-37,98519483",rio grande do norte
rn,porto do mangue,59668,59669,"-5,069670152","-36,78053807",rio grande do norte
rn,pureza,59582,59583,"-5,465918586","-35,56226823",rio grande do norte
rn,rafael fernandes,59990,59994,"-6,186495198","-38,22250289",rio grande do norte
rn,rafael godeiro,59740,59759,"-6,078296648","-37,71597407",rio grande do norte
rn,riacho da cruz,59820,59829,"-5,935802522","-37,95027471",rio grande do norte
rn,riacho de santana,59987,59989,"-6,264730547","-38,31483303",rio grande do norte
rn,riachuelo,59470,59479,"-5,813946965","-35,82627476",rio grande do norte
rn,rio do fogo,59578,59579,"-5,27155866","-35,38487204",rio grande do norte
rn,rodolfo fernandes,59830,59839,"-5,787993612","-38,06287433",rio grande do norte
rn,ruy barbosa,59420,59429,"-5,879428941","-35,93548416",rio grande do norte
rn,santa cruz,59200,59209,"-6,230075623","-36,02051657",rio grande do norte
rn,santa maria,59464,59469,"-5,838518701","-35,69036386",rio grande do norte
pe,arcoverde,56500,56519,"-8,4239405","-37,05650556",pernambuco
pe,barra de guabiraba,55690,55694,"-8,420935038","-35,66281889",pernambuco
pe,barreiros,55560,55564,"-8,81413799","-35,19908599",pernambuco
pe,belem de maria,55440,55449,"-8,621201911","-35,83992409",pernambuco
pe,belem do sao francisco,56440,56459,"-8,75146278","-38,96159956",pernambuco
pe,belo jardim,55150,55169,"-8,335295439","-36,42003508",pernambuco
pe,belo jardim,55150,55159,"-8,335295439","-36,42003508",pernambuco
pe,betania,56670,56699,"-8,26984079","-38,03873814",pernambuco
pe,bezerros,55660,55664,"-8,2353595","-35,75448795",pernambuco
pe,bodoco,56220,56229,"-7,779342627","-39,93616319",pernambuco
pe,bom conselho,55330,55339,"-9,163382985","-36,67931439",pernambuco
pe,bom jardim,55730,55739,"-7,799512181","-35,5871395",pernambuco
pe,bonito,55680,55689,"-8,4722605","-35,72852793",pernambuco
pe,brejao,55325,55329,"-9,027249151","-36,56469666",pernambuco
pe,brejinho,56740,56749,"-7,345671276","-37,28733455",pernambuco
pe,brejo da madre de deus,55170,55179,"-8,1489565","-36,37039144",pernambuco
pe,buenos aires,55845,55849,"-7,72437221","-35,32957041",pernambuco
pe,buique,56520,56539,"-8,622059041","-37,15698811",pernambuco
pe,cabo de santo agostinho,54500,54599,"-8,28986423","-35,03848897",pernambuco
pe,cabo de santo agostinho,54500,54589,"-8,28986423","-35,03848897",pernambuco
pe,cabrobo,56180,56189,"-8,515105483","-39,30984134",pernambuco
pe,cachoeirinha,55380,55384,"-8,486831073","-36,23599141",pernambuco
pe,caetes,55360,55364,"-8,775594845","-36,62480401",pernambuco
pi,sao braz do piaui,64783,64784,"-9,062560536","-42,99907252",piaui
pi,sao felix do piaui,64375,64377,"-5,932867663","-42,11350259",piaui
pi,sao francisco de assis do piaui,64745,64747,"-8,23775475","-41,68959715",piaui
pi,sao francisco do piaui,64550,64554,"-7,243976104","-42,53853199",piaui
pi,sao goncalo do gurgueia,64993,64994,"-10,02994011","-45,30140551",piaui
pi,sao goncalo do piaui,64435,64437,"-5,98966744","-42,69883098",piaui
pi,sao joao da canabrava,64635,64637,"-6,81893099","-41,34605365",piaui
pi,sao joao da fronteira,64243,64244,"-3,938597434","-41,25628696",piaui
pi,sao joao da serra,64350,64359,"-5,508797538","-41,89926375",piaui
pi,sao joao da varjota,64510,64511,"-6,919017839","-41,8637422",piaui
pi,sao joao do arraial,64155,64159,"-3,813168874","-42,45312617",piaui
pi,sao joao do piaui,64760,64762,"-8,348849688","-42,25643753",piaui
pi,sao jose do divino,64245,64249,"-3,805716356","-41,83010877",piaui
pi,sao jose do peixe,64555,64557,"-7,493008781","-42,57017942",piaui
pi,sao jose do piaui,64625,64629,"-6,870626245","-41,47940723",piaui
pi,sao juliao,64670,64674,"-7,085315005","-40,83691324",piaui
pi,sao lourenco do piaui,64778,64779,"-9,172001877","-42,54435199",piaui
pi,sao luis do piaui,64638,64639,"-6,82814383","-41,32283782",piaui
pi,sao miguel da baixa grande,64378,64379,"-5,862298634","-42,18537737",piaui
pi,sao miguel do fidalgo,64558,64559,"-7,584969119","-42,37052904",piaui
pi,sao miguel do tapuio,64330,64332,"-5,500663699","-41,31979849",piaui
pi,sao pedro do piaui,64430,64434,"-5,913951647","-42,72366017",piaui
pr,porto vitoria,84615,84619,"-26,1634752","-51,23669474",parana
pr,prado ferreira,86618,86619,"-23,03391403","-51,44322614",parana
pr,pranchita,85730,85739,"-26,01566429","-53,74262264",parana
pr,presidente castelo branco,87180,87184,"-23,2815496","-52,15772625",parana
pr,primeiro de maio,86140,86149,"-22,85253326","-51,027752",parana
pr,prudentopolis,84400,84429,"-25,2160205","-50,98357509",parana
pr,quarto centenario,87365,87369,"-24,27902092","-53,07528858",parana
pr,quatigua,86450,86454,"-23,56416092","-49,91526416",parana
pr,quatro barras,83420,83429,"-25,37374485","-49,08518883",parana
pr,quatro pontes,85940,85944,"-24,57320858","-53,97269913",parana
pr,quedas do iguacu,85460,85464,"-25,45678085","-52,9098324",parana
pr,querencia do norte,87930,87949,"-23,08652858","-53,48704071",parana
pr,quinta do sol,87265,87269,"-23,84388843","-52,13512876",parana
pr,quitandinha,83840,83849,"-25,86830835","-49,49668299",parana
pr,quitandinha,83840,83844,"-25,86830835","-49,49668299",parana
pr,ramilandia,85888,85889,"-25,11898652","-54,02723703",parana
pr,rancho alegre,86290,86299,"-23,07571492","-50,91639216",parana
pr,rancho alegre doeste,87395,87399,,,
pr,realeza,85770,85779,"-25,76257995","-53,53257436",parana
pr,reboucas,84550,84559,"-25,62639276","-50,68125443",parana
pr,renascenca,85610,85613,"-26,15622093","-52,97216201",parana
pr,reserva,84320,84344,"-24,651648","-50,85059581",parana
pr,reserva do iguacu,85195,85199,"-25,83095804","-52,02876246",parana
pr,ribeirao claro,86410,86419,"-23,19628546","-49,75635052",parana
pr,ribeirao do pinhal,86490,86599,"-23,4082575","-50,35806095",parana
sp,pracinha,17790,17799,"-21,85192762","-51,08707721",sao paulo
sp,pradopolis,14850,14859,"-21,35804901","-48,06558302",sao paulo
sp,praia grande,11700,11729,"-24,0030215","-46,41204958",sao paulo
sp,pratania,18660,18669,"-22,81146798","-48,66468558",sao paulo
sp,presidente alves,16670,16679,"-22,10367432","-49,43914929",sao paulo
sp,presidente bernardes,19300,19349,"-22,00899078","-51,55757019",sao paulo
sp,presidente epitacio,19470,19499,"-21,768782","-52,11527583",sao paulo
sp,presidente epitacio,19470,19489,"-21,768782","-52,11527583",sao paulo
sp,presidente epitacio,19490,19490,"-21,768782","-52,11527583",sao paulo
sp,presidente prudente,19000,19159,"-22,1227435","-51,38676558",sao paulo
sp,presidente prudente,19000,19140,"-22,1227435","-51,38676558",sao paulo
sp,presidente venceslau,19400,19409,"-21,87593951","-51,84025881",sao paulo
sp,presidente venceslau,19400,19409,"-21,87593951","-51,84025881",sao paulo
sp,promissao,16370,16399,"-21,5388675","-49,85773523",sao paulo
sp,promissao,16370,16379,"-21,5388675","-49,85773523",sao paulo
sp,promissao,16380,16380,"-21,5388675","-49,85773523",sao paulo
sp,quadra,18255,18259,"-23,301575","-48,05268534",sao paulo
sp,quata,19780,19799,"-22,2494048","-50,69794739",sao paulo
sp,quata,19780,19789,"-22,2494048","-50,69794739",sao paulo
sp,queiroz,17590,17599,"-21,79909443","-50,24092846",sao paulo
to,jau do tocantins,77450,77452,"-12,65292637","-48,59460829",tocantins
to,juarina,77753,77754,"-8,117423968","-49,09864319",tocantins
to,lagoa da confusao,77493,77494,"-10,78869556","-49,62008534",tocantins
to,lagoa do tocantins,77613,77614,"-10,2968867","-47,56144663",tocantins
to,lajeado,77645,77649,"-9,744682436","-48,35850395",tocantins
to,lavandeira,77328,77329,"-12,79165879","-46,50667572",tocantins
to,lizarda,77630,77634,"-9,594570288","-46,67516546",tocantins
to,luzinopolis,77903,77904,"-6,19398966","-47,85682804",tocantins
to,marianopolis do tocantins,77675,77679,"-9,798880359","-49,65103399",tocantins
to,mateiros,77593,77599,"-10,54442885","-46,41246574",tocantins
to,maurilandia do tocantins,77918,77919,"-5,952566421","-47,50487996",tocantins
to,miracema do tocantins,77650,77654,"-9,568346078","-48,38799131",tocantins
to,miranorte,77660,77664,"-9,517404731","-48,59263194",tocantins
to,monte do carmo,77585,77589,"-10,76354219","-48,11042003",tocantins
to,monte santo do tocantins,77673,77674,"-10,00559143","-48,9908906",tocantins
to,muricilandia,77850,77854,"-7,138519285","-48,60674528",tocantins
to,natividade,77370,77374,"-11,70535738","-47,72725753",tocantins
to,nazare,77895,77899,"-6,372557969","-47,66697718",tocantins
to,nova olinda,77790,77794,"-7,633314911","-48,42480679",tocantins
to,nova rosalandia,77495,77499,"-10,56687114","-48,90618072",tocantins
to,novo acordo,77610,77612,"-9,968486466","-47,66814839",tocantins
to,novo alegre,77353,77359,"-12,90993867","-46,57729735",tocantins
to,novo jardim,77318,77319,"-11,81587505","-46,6307873",tocantins
sp,queluz,12800,12819,"-22,5418445","-44,77847731",sao paulo
sp,quintana,17670,17679,"-22,07191983","-50,31159524",sao paulo
sp,rafard,13370,13374,"-23,01155635","-47,53116068",sao paulo
sp,rancharia,19600,19639,"-22,22845101","-50,89021169",sao paulo
sp,rancharia,19600,19609,"-22,22845101","-50,89021169",sao paulo
sp,rancharia,19610,19619,"-22,22845101","-50,89021169",sao paulo
sp,redencao da serra,12170,12179,"-23,2726555","-45,53649561",sao paulo
sp,regente feijo,19570,19579,"-22,22023409","-51,30314898",sao paulo
sp,reginopolis,17190,17199,"-21,88676094","-49,22979767",sao paulo
sp,registro,11900,11909,"-24,49425143","-47,84105475",sao paulo
sp,restinga,14430,14439,"-20,60380283","-47,48309024",sao paulo
sp,ribeira,18380,18384,"-24,6574895","-49,00830199",sao paulo
sp,ribeirao bonito,13580,13589,"-22,06493466","-48,17770575",sao paulo
sp,ribeirao branco,18430,18434,"-24,22026846","-48,76547748",sao paulo
sp,ribeirao branco,18430,18432,"-24,22026846","-48,76547748",sao paulo
sp,ribeirao branco,18433,18433,"-24,22026846","-48,76547748",sao paulo
sp,ribeirao branco,18434,18434,"-24,22026846","-48,76547748",sao paulo
sp,ribeirao corrente,14445,14449,"-20,46066017","-47,59070509",sao paulo
to,oliveira de fatima,77558,77559,"-10,70836271","-48,90740157",tocantins
to,palmas,77000,77299,"-10,16325333","-48,35104371",tocantins
to,palmas,77000,77249,"-10,16325333","-48,35104371",tocantins
to,palmeirante,77798,77799,"-7,857561376","-47,93424971",tocantins
to,palmeiras do tocantins,77913,77914,"-6,611862335","-47,55868353",tocantins
to,palmeiropolis,77365,77367,"-13,03988843","-48,41341396",tocantins
to,paraiso do tocantins,77600,77602,"-10,17122075","-48,88663008",tocantins
to,parana,77360,77364,"-12,62048149","-47,88408373",tocantins
to,pau darco,77785,77789,,,
to,pedro afonso,77710,77713,"-8,964449592","-48,17755611",tocantins
to,peixe,77460,77462,"-12,02977383","-48,53781063",tocantins
to,pequizeiro,77730,77732,"-8,593340654","-48,93517987",tocantins
to,pindorama do tocantins,77380,77389,"-11,13820258","-47,57568772",tocantins
to,piraque,77888,77889,"-6,769777033","-48,29370739",tocantins
to,pium,77570,77574,"-10,44093112","-49,16665801",tocantins
to,ponte alta do bom jesus,77315,77317,"-12,08781291","-46,46958679",tocantins
to,ponte alta do tocantins,77590,77592,"-10,74067285","-47,54118036",tocantins
to,porto alegre do tocantins,77395,77399,"-11,6072591","-47,0474256",tocantins
to,porto nacional,77500,77552,"-10,70856992","-48,41215346",tocantins
to,praia norte,77970,77979,"-5,396712877","-47,81473173",tocantins
to,presidente kennedy,77745,77749,"-8,529960828","-48,50433067",tocantins
to,pugmil,77603,77604,"-10,42430716","-48,89422045",tocantins
to,recursolandia,77733,77734,"-8,735360454","-47,2380412",tocantins
to,riachinho,77893,77894,"-6,442211388","-48,1410455",tocantins
sp,ribeirao do sul,19930,19939,"-22,7857348","-49,93416781",sao paulo
sp,ribeirao dos indios,19380,19399,"-21,83850004","-51,60063452",sao paulo
sp,ribeirao grande,18315,18319,"-24,10120031","-48,36707116",sao paulo
sp,ribeirao pires,09400,09449,"-23,707423","-46,41534437",sao paulo
sp,ribeirao preto,14000,14114,"-21,1848345","-47,80547592",sao paulo
sp,ribeirao preto,14000,14109,"-21,1848345","-47,80547592",sao paulo
sp,rifaina,14490,14499,"-20,0829325","-47,4291989",sao paulo
sp,rincao,14830,14834,"-21,5891895","-48,07233007",sao paulo
sp,rincao,14830,14833,"-21,5891895","-48,07233007",sao paulo
sp,rincao,14834,14834,"-21,5891895","-48,07233007",sao paulo
sp,rinopolis,17740,17759,"-21,727891","-50,72483832",sao paulo
sp,rio claro,13500,13509,"-22,4125115","-47,56353324",sao paulo
sp,rio das pedras,13390,13399,"-22,84286072","-47,60448489",sao paulo
sp,rio grande da serra,09450,09499,"-23,744515","-46,39369267",sao paulo
sp,riolandia,15495,15499,"-19,97773434","-49,6811591",sao paulo
sp,riversul,18470,18474,"-23,83133501","-49,43669672",sao paulo
sp,rosana,19273,19274,"-22,5811755","-53,05865448",sao paulo
to,rio da conceicao,77303,77304,"-11,40494002","-46,8803997",tocantins
to,rio dos bois,77655,77659,"-9,343742239","-48,53304797",tocantins
to,rio sono,77635,77639,"-9,347789334","-47,89994164",tocantins
to,sampaio,77980,77984,"-5,349295616","-47,87579246",tocantins
to,sandolandia,77478,77479,"-12,54160017","-49,93338815",tocantins
to,santa fe do araguaia,77848,77849,"-7,149936385","-48,6939418",tocantins
to,santa maria do tocantins,77716,77717,"-8,774976449","-47,74527042",tocantins
to,santa rita do tocantins,77565,77569,"-10,86645537","-48,90929401",tocantins
to,santa rosa do tocantins,77375,77377,"-11,451404","-48,11995422",tocantins
to,santa tereza do tocantins,77615,77619,"-10,28236153","-47,80628832",tocantins
to,santa terezinha do tocantins,77885,77887,"-6,436997618","-47,68428536",tocantins
to,sao bento do tocantins,77958,77959,"-6,044999257","-47,91939229",tocantins
to,sao felix do tocantins,77605,77609,"-10,17328585","-46,65498083",tocantins
to,sao miguel do tocantins,77925,77929,"-5,553819529","-47,57300234",tocantins
to,sao salvador do tocantins,77368,77369,"-12,74743341","-48,23208499",tocantins
to,sao sebastiao do tocantins,77990,77992,"-5,258961454","-48,20383415",tocantins
to,sao valerio da natividade,77390,77394,,,
to,silvanopolis,77580,77584,"-11,14986131","-48,17982414",tocantins
to,sitio novo do tocantins,77940,77949,"-5,604726857","-47,63742265",tocantins
to,sucupira,77458,77459,"-11,98622151","-48,91112628",tocantins
to,tabocao,77708,77709,,,
to,taguatinga,77320,77324,"-12,39614174","-46,4387317",tocantins
to,taipas do tocantins,77308,77309,"-12,19283721","-46,9845718",tocantins
sp,roseira,12580,12599,"-22,89681855","-45,30937779",sao paulo
sp,roseira,12580,12589,"-22,89681855","-45,30937779",sao paulo
sp,rubiacea,16750,16789,"-21,30052399","-50,726908",sao paulo
sp,rubineia,15790,15799,"-20,1717745","-50,99748456",sao paulo
sp,sabino,16440,16449,"-21,46021383","-49,58081856",sao paulo
sp,sagres,17710,17719,"-21,88113867","-50,95715471",sao paulo
sp,sales,14980,14989,"-21,34445338","-49,49876867",sao paulo
sp,sales oliveira,14660,14669,"-20,77788215","-47,84234934",sao paulo
sp,salesopolis,08970,08999,"-23,53179299","-45,84717693",sao paulo
sp,salmourao,17720,17729,"-21,62536273","-50,860672",sao paulo
sp,saltinho,13440,13444,"-22,8433675","-47,67828839",sao paulo
sp,salto,13320,13329,"-23,20407381","-47,29241563",sao paulo
sp,salto de pirapora,18160,18169,"-23,64913222","-47,57468012",sao paulo
sp,salto grande,19920,19929,"-22,89050725","-49,98107776",sao paulo
sp,sandovalina,19250,19259,"-22,45854174","-51,75995174",sao paulo
sp,santa adelia,15950,15959,"-21,24327","-48,80594842",sao paulo
sp,santa albertina,15750,15754,"-20,03070262","-50,73056437",sao paulo
to,talisma,77483,77484,"-12,78753841","-49,09111843",tocantins
to,tocantinia,77640,77644,"-9,558147734","-48,37587967",tocantins
to,tocantinopolis,77900,77902,"-6,325634376","-47,42741293",tocantins
to,tupirama,77704,77707,"-8,980569549","-48,2066848",tocantins
to,tupiratins,77743,77744,"-8,395529997","-48,12299574",tocantins
to,wanderlandia,77860,77869,"-6,850125517","-47,95626773",tocantins
to,xambioa,77880,77884,"-6,41188502","-48,53160107",tocantins
sp,santa barbara doeste,13450,13464,,,
sp,santa branca,12380,12399,"-23,39575803","-45,88764829",sao paulo
sp,santa clara doeste,15785,15789,,,
sp,santa cruz da conceicao,13625,13629,"-22,12768197","-47,45716369",sao paulo
sp,santa cruz da esperanca,14250,14259,"-21,29116838","-47,43378056",sao paulo
sp,santa cruz das palmeiras,13650,13659,"-21,827568","-47,24941442",sao paulo
sp,santa cruz do rio pardo,18900,18934,"-22,9057225","-49,62460887",sao paulo
sp,santa cruz do rio pardo,18900,18929,"-22,9057225","-49,62460887",sao paulo
sp,santa ernestina,15970,15979,"-21,4629215","-48,39364993",sao paulo
sp,santa fe do sul,15775,15779,"-20,21169317","-50,92677742",sao paulo
sp,santa gertrudes,13510,13514,"-22,45532696","-47,53070872",sao paulo
sp,santa isabel,07500,07599,"-23,3180885","-46,22701284",sao paulo
sp,santa lucia,14825,14829,"-21,68656785","-48,08533601",sao paulo
sp,santa maria da serra,17370,17379,"-22,56941026","-48,15901414",sao paulo
sp,santa mercedes,17940,17949,"-21,34691075","-51,75897424",sao paulo
sp,santa rita do passa quatro,13670,13689,"-21,70714401","-47,47898085",sao paulo
sp,santa rita doeste,15780,15784,,,
sp,santa rita doeste,15780,15782,,,
sp,santa rita doeste,15783,15784,,,
sp,santa rosa de viterbo,14270,14299,"-21,4852725","-47,36726893",sao paulo
sp,santa salete,15768,15769,"-20,24384519","-50,68846188",sao paulo
sp,santana da ponte pensa,15765,15767,"-20,25260226","-50,79840384",sao paulo
sp,santana de parnaiba,06500,06549,"-23,449453","-46,92209251",sao paulo
sp,santo anastacio,19360,19379,"-21,97302102","-51,64989221",sao paulo
sp,santo anastacio,19360,19369,"-21,97302102","-51,64989221",sao paulo
sp,santo andre,09000,09299,"-23,65751","-46,53087426",sao paulo
sp,santo antonio da alegria,14390,14399,"-21,08996403","-47,15593097",sao paulo
sp,santo antonio de posse,13830,13834,"-22,60479685","-46,9159099",sao paulo
sp,santo antonio do aracangua,16130,16199,"-20,93249684","-50,49673505",sao paulo
sp,santo antonio do jardim,13995,13999,"-22,1185235","-46,68230663",sao paulo
sp,santo antonio do pinhal,12450,12459,"-22,8311934","-45,67927886",sao paulo
sp,santo expedito,19190,19199,"-21,84680505","-51,39092098",sao paulo
sp,santopolis do aguapei,16240,16249,"-21,63931166","-50,50469247",sao paulo
sp,santos,11000,11249,"-23,9337375","-46,33137085",sao paulo
sp,manduri,18780,18789,"-23,00334609","-49,31811312",sao paulo
sp,manduri,18780,18784,"-23,00334609","-49,31811312",sao paulo
sp,manduri,18785,18789,"-23,00334609","-49,31811312",sao paulo
sp,maraba paulista,19430,19449,"-22,1103315","-51,96846748",sao paulo
sp,maracai,19840,19859,"-22,61041534","-50,66896825",sao paulo
sp,maracai,19840,19844,"-22,61041534","-50,66896825",sao paulo
sp,maracai,19845,19849,"-22,61041534","-50,66896825",sao paulo
sp,marapoama,15845,15849,"-21,25876193","-49,14000081",sao paulo
sp,mariapolis,17810,17829,"-21,79449337","-51,18289756",sao paulo
sp,mariapolis,17810,17814,"-21,79449337","-51,18289756",sao paulo
sp,mariapolis,17815,17819,"-21,79449337","-51,18289756",sao paulo
sp,marilia,17500,17539,"-22,214933","-49,95164564",sao paulo
sp,marinopolis,15730,15734,"-20,43939891","-50,82567729",sao paulo
sp,martinopolis,19500,19529,"-22,14783248","-51,17076806",sao paulo
sp,martinopolis,19500,19504,"-22,14783248","-51,17076806",sao paulo
sp,martinopolis,19505,19509,"-22,14783248","-51,17076806",sao paulo
sp,martinopolis,19510,19529,"-22,14783248","-51,17076806",sao paulo
sp,matao,15990,15999,"-21,60299451","-48,3677477",sao paulo
sp,maua,09300,09399,"-23,6693345","-46,45826201",sao paulo
sp,mendonca,15220,15224,"-21,18015617","-49,582019",sao paulo
sp,santos,11000,11199,"-23,9337375","-46,33137085",sao paulo
sp,sao bento do sapucai,12490,12499,"-22,68528695","-45,73713899",sao paulo
sp,sao bernardo do campo,09600,09899,"-23,7103045","-46,55025725",sao paulo
sp,sao caetano do sul,09500,09599,"-23,614705","-46,57151461",sao paulo
sp,sao carlos,13560,13579,"-22,0159985","-47,88923768",sao paulo
sp,sao carlos,13560,13577,"-22,0159985","-47,88923768",sao paulo
sp,sao francisco,15710,15712,"-20,35841382","-50,70009716",sao paulo
